638378775	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	-6.84931506849315	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://prensariotiretail.com/2017/03/19/tillerson-to-warn-china-of-sanctions-over-north-korea.html
638378776	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	-6.84931506849315	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170319	http://prensariotiretail.com/2017/03/19/tillerson-to-warn-china-of-sanctions-over-north-korea.html
638378778	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	-6.84931506849315	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://prensariotiretail.com/2017/03/19/tillerson-to-warn-china-of-sanctions-over-north-korea.html
638378779	20170319	201703	2017	2017.2164	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	020	020	02	1	3.0	2	1	2	-2.38393977415307	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.asiabulletin.com/index.php/sid/252469705
638378784	20170319	201703	2017	2017.2164	CHNGOV	CHINESE	CHN					GOV			USA	WASHINGTON	USA								0	026	026	02	1	4.0	2	1	2	0.15243902439024	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.telegraph.co.uk/news/2017/03/19/donald-trump-looks-forward-xi-jinping-visit-tillerson/
638378785	20170319	201703	2017	2017.2164	CHNGOV	XI JINPING	CHN					GOV			USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	0.15243902439024	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170319	http://www.telegraph.co.uk/news/2017/03/19/donald-trump-looks-forward-xi-jinping-visit-tillerson/
638378957	20170319	201703	2017	2017.2164	DEUGOV	GERMANY	DEU					GOV			USA	WASHINGTON	USA								1	043	043	04	1	2.8	1	1	1	-1.80541624874624	1	Germany	GM	GM	51	9	GM	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.dnaindia.com/world/report-smoothly-but-warily-us-and-china-stick-to-script-in-tillerson-visit-2359207
638379022	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR																		1	016	016	01	1	-2.0	6	1	6	-4.37158469945355	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.graffiotech.com/2017/03/19/united-kingdom-dismisses-trumps-wire-tap-claims-as/
638379042	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	036	036	03	1	4.0	64	11	64	-0.868520767619595	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170319	http://www.borehamwoodtimes.co.uk/news/15166644.This_film_promises_a_deliriously_happy_every_after/
638379043	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	042	042	04	1	1.9	64	11	64	-0.868520767619595	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170319	http://www.borehamwoodtimes.co.uk/news/15166644.This_film_promises_a_deliriously_happy_every_after/
638379044	20170319	201703	2017	2017.2164	GBR	BRITISH	GBR								USA	UNITED STATES	USA								1	055	055	05	1	7.0	4	1	4	-4.82758620689655	1	United Kingdom	UK	UK	54	-2	UK	2	Oklahoma, United States	US	USOK	35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK	35.5376	-96.9247	OK	20170319	http://www.nydailynews.com/opinion/trump-clumsy-tapdance-article-1.3001636
638379141	20170319	201703	2017	2017.2164	GOV	PRESIDENT						GOV			USA	WASHINGTON	USA								1	043	043	04	1	2.8	1	1	1	-1.80541624874624	1	Germany	GM	GM	51	9	GM	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.dnaindia.com/world/report-smoothly-but-warily-us-and-china-stick-to-script-in-tillerson-visit-2359207
638379280	20170319	201703	2017	2017.2164	KOR	SEOUL	KOR								CHNGOV	CHINA	CHN					GOV			0	130	130	13	3	-4.4	1	1	1	-1.48048452220726	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.arabnews.com/node/1070611/world
638379358	20170319	201703	2017	2017.2164	MED	COMMENTATOR						MED			GBRGOV	UNITED KINGDOM	GBR					GOV			1	090	090	09	2	-2.0	2	1	2	-4.37158469945355	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.graffiotech.com/2017/03/19/united-kingdom-dismisses-trumps-wire-tap-claims-as/
638379363	20170319	201703	2017	2017.2164	MED	COMMENTATOR						MED			USAGOV	OBAMA	USA					GOV			1	090	090	09	2	-2.0	1	1	1	-4.37158469945355	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	United Kingdom	UK	UK	54	-2	UK	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	20170319	http://www.graffiotech.com/2017/03/19/united-kingdom-dismisses-trumps-wire-tap-claims-as/
638379364	20170319	201703	2017	2017.2164	MED	COMMENTATOR						MED			USAGOV	OBAMA	USA					GOV			1	090	090	09	2	-2.0	2	1	2	-4.37158469945355	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.graffiotech.com/2017/03/19/united-kingdom-dismisses-trumps-wire-tap-claims-as/
638379549	20170319	201703	2017	2017.2164	UAF	TERRORIST						UAF													1	013	013	01	1	0.4	2	1	2	-7.62250453720508	1	China	CH	CH	35	105	CH	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170319	http://irregulartimes.com/2017/03/19/congressman-roger-williams-unprecedented-threats-and-the-consequence-military-waste/
638379600	20170319	201703	2017	2017.2164	USA	THE US	USA								CHN	CHINA	CHN								0	040	040	04	1	1.0	4	1	4	0.15243902439024	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170319	http://www.telegraph.co.uk/news/2017/03/19/donald-trump-looks-forward-xi-jinping-visit-tillerson/
638379601	20170319	201703	2017	2017.2164	USA	WASHINGTON	USA								CHN	BEIJING	CHN								1	040	040	04	1	1.0	1	1	1	0.15243902439024	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.telegraph.co.uk/news/2017/03/19/donald-trump-looks-forward-xi-jinping-visit-tillerson/
638379602	20170319	201703	2017	2017.2164	USA	WASHINGTON	USA								CHN	BEIJING	CHN								1	040	040	04	1	1.0	1	1	1	0.15243902439024	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	Taiwan	TW	TW	23.5	121	TW	20170319	http://www.telegraph.co.uk/news/2017/03/19/donald-trump-looks-forward-xi-jinping-visit-tillerson/
638379604	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	046	046	04	1	7.0	4	1	4	-6.84931506849315	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://prensariotiretail.com/2017/03/19/tillerson-to-warn-china-of-sanctions-over-north-korea.html
638379605	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	046	046	04	1	7.0	2	1	2	-6.84931506849315	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170319	http://prensariotiretail.com/2017/03/19/tillerson-to-warn-china-of-sanctions-over-north-korea.html
638379606	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	046	046	04	1	7.0	2	1	2	-6.84931506849315	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://prensariotiretail.com/2017/03/19/tillerson-to-warn-china-of-sanctions-over-north-korea.html
638379607	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHNGOV	XI JINPING	CHN					GOV			1	042	042	04	1	1.9	1	1	1	0.15243902439024	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170319	http://www.telegraph.co.uk/news/2017/03/19/donald-trump-looks-forward-xi-jinping-visit-tillerson/
638379623	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								DEUGOV	GERMANY	DEU					GOV			1	090	090	09	2	-2.0	2	1	2	-4.19026047565119	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.palmbeachpost.com/news/trump-sticks-unproved-wiretap-accusation-against-obama/p2YLZPNnSJyvmNdZsiKsTN/
638379638	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	64	11	64	-0.868520767619595	1	United States	US	US	38	-97	US	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	20170319	http://www.borehamwoodtimes.co.uk/news/15166644.This_film_promises_a_deliriously_happy_every_after/
638379639	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	64	11	64	-0.868520767619595	1	United States	US	US	38	-97	US	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	20170319	http://www.borehamwoodtimes.co.uk/news/15166644.This_film_promises_a_deliriously_happy_every_after/
638379642	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								1	090	090	09	2	-2.0	10	1	10	-2.34375	2	California, United States	US	USCA	36.17	-119.746	CA	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://prensariotiretail.com/2017/03/19/united-states-reportedly-apologises-to-united-kingdom-over.html
638379643	20170319	201703	2017	2017.2164	USA	NEW JERSEY	USA								GBRGOV	UNITED KINGDOM	GBR					GOV			1	090	090	09	2	-2.0	2	1	2	-4.37158469945355	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.graffiotech.com/2017/03/19/united-kingdom-dismisses-trumps-wire-tap-claims-as/
638379672	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								PRK	NORTH KOREAN	PRK								0	111	111	11	3	-2.0	2	2	2	-2.72035416655252	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20170319	http://www.asiabulletin.com/index.php/sid/252469705
638379679	20170319	201703	2017	2017.2164	USAELI	UNITED STATES	USA					ELI			USAGOV	OBAMA	USA					GOV			1	090	090	09	2	-2.0	1	1	1	-4.37158469945355	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	United Kingdom	UK	UK	54	-2	UK	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	20170319	http://www.graffiotech.com/2017/03/19/united-kingdom-dismisses-trumps-wire-tap-claims-as/
638379680	20170319	201703	2017	2017.2164	USAELI	NEW JERSEY	USA					ELI			USAGOV	OBAMA	USA					GOV			1	090	090	09	2	-2.0	2	1	2	-4.37158469945355	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.graffiotech.com/2017/03/19/united-kingdom-dismisses-trumps-wire-tap-claims-as/
638381083	20170319	201703	2017	2017.2164	BUS	COMPANY						BUS			VNM	VIETNAM	VNM								1	060	060	06	2	6.0	2	1	2	0	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	China	CH	CH	35	105	CH	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://thetimes-tribune.com/news/veterans-news-march-19-2017-1.2169703
638381137	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	WASHINGTON	USA								1	010	010	01	1	0.0	6	3	6	-1.41959222255444	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.dhakatribune.com/world/2017/03/19/tillerson-ends-china-trip-warm-words-president-xi/
638381138	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	AMERICAN	USA								1	111	111	11	3	-2.0	14	6	14	1.52442681243448	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.india.com/news/agencies/xi-tillerson-vow-to-strengthen-ties-1940847/
638381211	20170319	201703	2017	2017.2164	CVL	CIVILIAN						CVL			MIL	MILITARY						MIL			0	112	112	11	3	-2.0	2	1	2	-3.33006856023507	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Russia	RS	RS	60	100	RS	20170319	http://english.astroawani.com/world-news/ethnic-chinese-still-grapple-discrimination-despite-generations-indonesia-136041
638381212	20170319	201703	2017	2017.2164	CVL	CIVILIAN						CVL			MIL	MILITARY						MIL			0	112	112	11	3	-2.0	1	1	1	-3.33006856023507	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Yogyakarta, Yogyakarta, Indonesia	ID	ID10	-7.78278	110.361	-2703546	1	China	CH	CH	35	105	CH	20170319	http://english.astroawani.com/world-news/ethnic-chinese-still-grapple-discrimination-despite-generations-indonesia-136041
638381319	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR								KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	2	1	2	0.92592592592592	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170319	http://www.ibtimes.co.uk/brad-pitt-anxious-see-his-children-they-return-london-trip-that-made-angelina-jolie-sad-1612433
638381336	20170319	201703	2017	2017.2164	GBR	LONDON	GBR								USA	LOS ANGELES	USA								1	042	042	04	1	1.9	8	1	8	0.92592592592592	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170319	http://www.ibtimes.co.uk/brad-pitt-anxious-see-his-children-they-return-london-trip-that-made-angelina-jolie-sad-1612433
638381367	20170319	201703	2017	2017.2164	GOV	GOVERNMENT						GOV													1	020	020	02	1	3.0	2	1	2	-0.60606060606061	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Mexico	MX	MX	23	-102	MX	20170319	http://www.bendbulletin.com/nation/5163989-151/wanted-border-wall-attractive-on-north-side
638381390	20170319	201703	2017	2017.2164	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	020	020	02	1	3.0	1	1	1	-1.0233918128655	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	20170319	https://www.nytimes.com/2017/03/19/business/china-trade-manufacturing-miao-wei.html
638381391	20170319	201703	2017	2017.2164	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	020	020	02	1	3.0	3	1	3	-1.0233918128655	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	https://www.nytimes.com/2017/03/19/business/china-trade-manufacturing-miao-wei.html
638381627	20170319	201703	2017	2017.2164	KHM	CAMBODIA	KHM								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	0.92592592592592	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170319	http://www.ibtimes.co.uk/brad-pitt-anxious-see-his-children-they-return-london-trip-that-made-angelina-jolie-sad-1612433
638382027	20170319	201703	2017	2017.2164	USA	BUFFALO	USA								CHN	CANTON	CHN								1	051	051	05	1	3.4	10	1	10	0	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170319	http://thetimes-tribune.com/news/veterans-news-march-19-2017-1.2169703
638382043	20170319	201703	2017	2017.2164	USA	LOS ANGELES	USA								GBR	LONDON	GBR								1	043	043	04	1	2.8	8	1	8	0.92592592592592	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170319	http://www.ibtimes.co.uk/brad-pitt-anxious-see-his-children-they-return-london-trip-that-made-angelina-jolie-sad-1612433
638382075	20170319	201703	2017	2017.2164	USA	AMERICAN	USA								VNM	VIETNAM	VNM								1	017	017	01	1	0.0	2	1	2	0	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	China	CH	CH	35	105	CH	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://thetimes-tribune.com/news/veterans-news-march-19-2017-1.2169703
638383687	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								BUS	COMPANIES						BUS			1	020	020	02	1	3.0	3	1	3	1.63316582914573	1	China	CH	CH	35	105	CH	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	1	China	CH	CH	35	105	CH	20170319	https://www.bdcnetwork.com/?page=3&eid=219628115&bid=991366
638383698	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								MED	COMMENTATOR						MED			0	040	040	04	1	1.0	2	1	2	0.53763440860215	4	Diaoyu, Liaoning, China	CH	CH19	42.8333	124.633	-1903386	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170319	CCTV/BBC Monitoring/(c) BBC
638383705	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	050	050	05	1	3.5	2	1	2	0.53763440860215	4	Diaoyu, Liaoning, China	CH	CH19	42.8333	124.633	-1903386	4	Diaoyu, Liaoning, China	CH	CH19	42.8333	124.633	-1903386	1	United States	US	US	38	-97	US	20170319	CCTV/BBC Monitoring/(c) BBC
638383706	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	050	050	05	1	3.5	6	1	6	0.53763440860215	4	Diaoyu, Liaoning, China	CH	CH19	42.8333	124.633	-1903386	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170319	CCTV/BBC Monitoring/(c) BBC
638383872	20170319	201703	2017	2017.2164	GBR	BRITAIN	GBR								DEU	GERMANY	DEU								0	043	043	04	1	2.8	3	1	3	-0.0959692898272593	1	United Kingdom	UK	UK	54	-2	UK	1	Germany	GM	GM	51	9	GM	3	Woodrow Wilson, Montana, United States	US	USMT	46.4222	-112.265	803924	20170319	http://www.gvnews.com/opinion/in-my-view-conviction-and-service-years-ago-jeannette-rankin/article_ba4f62b0-0c2f-11e7-80bf-573879a68713.html
638384218	20170319	201703	2017	2017.2164	MED	COMMENTATOR						MED			CHN	CHINA	CHN								0	040	040	04	1	1.0	2	1	2	0.53763440860215	1	United States	US	US	38	-97	US	4	Diaoyu, Liaoning, China	CH	CH19	42.8333	124.633	-1903386	1	United States	US	US	38	-97	US	20170319	CCTV/BBC Monitoring/(c) BBC
638384256	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	043	043	04	1	2.8	18	6	18	-3.1914363441682	1	Mexico	MX	MX	23	-102	MX	3	Buffalo County, Wisconsin, United States	US	USWI	44.3666	-91.7835	1581065	1	Mexico	MX	MX	23	-102	MX	20170319	http://chippewa.com/news/state-and-regional/under-trump-wisconsin-dairies-struggle-to-keep-immigrant-workers/article_68e7a398-4607-5b5c-befe-e8e04b47a4f6.html
638384257	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	043	043	04	1	2.8	54	6	54	-3.1914363441682	1	Mexico	MX	MX	23	-102	MX	3	Dane County, Wisconsin, United States	US	USWI	43.0667	-89.4335	1581072	1	Mexico	MX	MX	23	-102	MX	20170319	http://chippewa.com/news/state-and-regional/under-trump-wisconsin-dairies-struggle-to-keep-immigrant-workers/article_68e7a398-4607-5b5c-befe-e8e04b47a4f6.html
638384626	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	2	1	2	2.91479820627803	2	Louisiana, United States	US	USLA	31.1801	-91.8749	LA	0							1	United Kingdom	UK	UK	54	-2	UK	20170319	http://www.theadvocate.com/baton_rouge/opinion/our_views/article_d4eedfce-08f6-11e7-97cf-0fa895212881.html
638384655	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	050	050	05	1	3.5	2	1	2	0.53763440860215	4	Diaoyu, Liaoning, China	CH	CH19	42.8333	124.633	-1903386	4	Diaoyu, Liaoning, China	CH	CH19	42.8333	124.633	-1903386	1	United States	US	US	38	-97	US	20170319	CCTV/BBC Monitoring/(c) BBC
638384656	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	050	050	05	1	3.5	6	1	6	0.53763440860215	1	United States	US	US	38	-97	US	4	Diaoyu, Liaoning, China	CH	CH19	42.8333	124.633	-1903386	1	United States	US	US	38	-97	US	20170319	CCTV/BBC Monitoring/(c) BBC
638386328	20170319	201703	2017	2017.2164	BGDMED	BANGLADESH	BGD					MED			CVL	COMMUNITY						CVL			0	111	111	11	3	-2.0	2	1	2	-1.98209718670076	1	Canada	CA	CA	60	-95	CA	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170319	https://www.gatestoneinstitute.org/10075/netherlands-decadence-islam
638386385	20170319	201703	2017	2017.2164	CAN	CANADA	CAN								MOS	ISLAM				MOS					0	0841	084	08	2	7.0	6	1	6	-1.98209718670076	1	Canada	CA	CA	60	-95	CA	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170319	https://www.gatestoneinstitute.org/10075/netherlands-decadence-islam
638386388	20170319	201703	2017	2017.2164	CAN	CANADA	CAN								MOS	ISLAM				MOS					0	120	120	12	3	-4.0	4	1	4	-1.98209718670076	1	Canada	CA	CA	60	-95	CA	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Canada	CA	CA	60	-95	CA	20170319	https://www.gatestoneinstitute.org/10075/netherlands-decadence-islam
638386389	20170319	201703	2017	2017.2164	CAN	CANADA	CAN								MOS	ISLAM				MOS					0	120	120	12	3	-4.0	2	1	2	-1.98209718670076	1	Canada	CA	CA	60	-95	CA	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Netherlands	NL	NL	52.5	5.75	NL	20170319	https://www.gatestoneinstitute.org/10075/netherlands-decadence-islam
638386390	20170319	201703	2017	2017.2164	CAN	CANADA	CAN								MOS	ISLAM				MOS					0	120	120	12	3	-4.0	2	1	2	-1.98209718670076	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Canada	CA	CA	60	-95	CA	20170319	https://www.gatestoneinstitute.org/10075/netherlands-decadence-islam
638386533	20170319	201703	2017	2017.2164	EDU	STUDENT						EDU													0	114	114	11	3	-2.0	1	1	1	-2.12550607287449	3	Mineola, Texas, United States	US	USTX	32.6632	-95.4883	1341708	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638386540	20170319	201703	2017	2017.2164	EDU	SCHOOL						EDU			GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	2	1	2	-2.12550607287449	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638386541	20170319	201703	2017	2017.2164	EDU	SCHOOL						EDU			GBR	LONDON	GBR								0	042	042	04	1	1.9	2	1	2	-2.12550607287449	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
