638299071	20170217	201702	2017	2017.1288	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	0.39920159680639	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170319	https://sg.news.yahoo.com/north-korea-tests-rocket-engine-kcna-232314582.html
638299072	20170217	201702	2017	2017.1288	CHNGOV	CHINESE	CHN					GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	5	1	5	0.39920159680639	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170319	https://sg.news.yahoo.com/north-korea-tests-rocket-engine-kcna-232314582.html
638299074	20170217	201702	2017	2017.1288	MIL	ARMY						MIL			USAGOV	UNITED STATES	USA					GOV			1	050	050	05	1	3.5	2	1	2	0.39920159680639	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170319	https://sg.news.yahoo.com/north-korea-tests-rocket-engine-kcna-232314582.html
638299075	20170217	201702	2017	2017.1288	PRK	PYONGYANG	PRK								CHN	CHINA	CHN								0	057	057	05	1	8.0	2	1	2	-1.01449275362319	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://prntly.com/2017/03/19/rex-tillerson-visits-beijing-china-pledges-to-respect-president-donald-trump/
638299077	20170217	201702	2017	2017.1288	USA	UNITED STATES	USA								CHNGOV	CHINA	CHN					GOV			1	043	043	04	1	2.8	2	1	2	0.39920159680639	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170319	https://sg.news.yahoo.com/north-korea-tests-rocket-engine-kcna-232314582.html
638299078	20170217	201702	2017	2017.1288	USA	UNITED STATES	USA								CHNGOV	CHINESE	CHN					GOV			1	043	043	04	1	2.8	5	1	5	0.39920159680639	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	20170319	https://sg.news.yahoo.com/north-korea-tests-rocket-engine-kcna-232314582.html
638299087	20170312	201703	2017	2017.1973	GOV	ENVOY						GOV			USA	WASHINGTON	USA								0	036	036	03	1	4.0	8	1	8	-1.25786163522013	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127	-716583	20170319	http://www.koreaherald.com/view.php?ud=20170319000023
638299127	20170319	201703	2017	2017.2164											CHN	GUANGZHOU	CHN								1	042	042	04	1	1.9	2	1	2	-0.60501296456353	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	3	Berwyn, Nebraska, United States	US	USNE	41.3511	-99.4995	827355	20170319	http://www.kearneyhub.com/news/agriculture/opportunities-and-limitations/article_9b38c696-0b35-11e7-bd8d-47fdc60e0246.html
638299217	20170319	201703	2017	2017.2164											MED	WRITER						MED			1	042	042	04	1	1.9	2	1	2	0.90909090909091	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://betakit.com/cancon-podcast-ep-59-how-not-to-hire-employees-for-your-startup/
638299232	20170319	201703	2017	2017.2164											NPL	NEPAL	NPL								1	042	042	04	1	1.9	2	1	2	2.01900237529692	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Cheng Yi, Jiangsu, China	CH	CH04	32.361	119.809	11483511	20170319	http://m.themalaymailonline.com/eat-drink/article/nepali-private-kitchen-home-cooked-nepali-food-from-the-heart
638299275	20170319	201703	2017	2017.2164											USA	NEW YORK	USA								1	040	040	04	1	1.0	6	1	6	1.07361963190184	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170319	http://www.nbcnews.com/news/world/justin-trudeau-warns-trump-about-nafta-plan-says-it-s-n734231?cid=public-rss_20170319
638299448	20170319	201703	2017	2017.2164	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	1.07361963190184	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170319	http://www.nbcnews.com/news/world/justin-trudeau-warns-trump-about-nafta-plan-says-it-s-n734231?cid=public-rss_20170319
638299456	20170319	201703	2017	2017.2164	CHN	GUANGZHOU	CHN																		1	043	043	04	1	2.8	10	1	10	-0.60501296456353	3	Elm Creek, Nebraska, United States	US	USNE	40.7195	-99.372	829073	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20170319	http://www.kearneyhub.com/news/agriculture/opportunities-and-limitations/article_9b38c696-0b35-11e7-bd8d-47fdc60e0246.html
638299498	20170319	201703	2017	2017.2164	CHN	CHINESE	CHN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	1.10032362459547	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	China	CH	CH	35	105	CH	20170319	http://www.nbcnews.com/politics/donald-trump/fact-check-how-many-jobs-has-trump-created-n730236?cid=public-rss_20170319
638299499	20170319	201703	2017	2017.2164	CHN	CHINESE	CHN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	8	2	8	-0.1805271229841	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170319	http://www.nbcnews.com/politics/donald-trump/fact-check-how-many-jobs-has-trump-created-n730236?cid=public-rss_20170319
638299500	20170319	201703	2017	2017.2164	CHN	CHINESE	CHN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	1.10032362459547	1	China	CH	CH	35	105	CH	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170319	http://www.nbcnews.com/politics/donald-trump/fact-check-how-many-jobs-has-trump-created-n730236?cid=public-rss_20170319
638299502	20170319	201703	2017	2017.2164	CHN	CHINESE	CHN								USA	WASHINGTON	USA								1	042	042	04	1	1.9	18	3	18	-1.98322139016054	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://prntly.com/2017/03/19/rex-tillerson-visits-beijing-china-pledges-to-respect-president-donald-trump/
638299503	20170319	201703	2017	2017.2164	CHN	CHINESE	CHN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-1.01449275362319	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://prntly.com/2017/03/19/rex-tillerson-visits-beijing-china-pledges-to-respect-president-donald-trump/
638299506	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	THE US	USA								0	114	114	11	3	-2.0	2	1	2	-2.09511724852725	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://m.themalaymailonline.com/money/article/america-first-trump-play-opens-door-for-eu-china-trade-detente
638299511	20170319	201703	2017	2017.2164	CHNGOV	CHINESE	CHN					GOV			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	6	1	6	-1.01449275362319	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://prntly.com/2017/03/19/rex-tillerson-visits-beijing-china-pledges-to-respect-president-donald-trump/
638299513	20170319	201703	2017	2017.2164	CHNGOV	CHINESE	CHN					GOV			USA	WASHINGTON	USA								1	042	042	04	1	1.9	6	1	6	-1.01449275362319	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://prntly.com/2017/03/19/rex-tillerson-visits-beijing-china-pledges-to-respect-president-donald-trump/
638299744	20170319	201703	2017	2017.2164	EUR	EUROPE	EUR								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	9	2	9	-2.09753703222962	4	Renmin, Liaoning, China	CH	CH19	40.7703	123.792	11215357	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Renmin, Liaoning, China	CH	CH19	40.7703	123.792	11215357	20170319	http://m.themalaymailonline.com/money/article/america-first-trump-play-opens-door-for-eu-china-trade-detente
638299745	20170319	201703	2017	2017.2164	EUR	EUROPE	EUR								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	3	2	3	-2.09753703222962	4	Renmin, Liaoning, China	CH	CH19	40.7703	123.792	11215357	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://m.themalaymailonline.com/money/article/america-first-trump-play-opens-door-for-eu-china-trade-detente
638299765	20170319	201703	2017	2017.2164	FRA	PARIS	FRA								GBR	LONDON	GBR								0	193	193	19	4	-10.0	7	1	7	-3.83456551329057	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	Ukraine	UP	UP	49	32	UP	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://www.aninews.in/newsdetail-NA/MzA0ODEw/-039-terror-threat-039-behind-cancellation-of-saudi-king-039-s-visit-to-maldives.html
638299766	20170319	201703	2017	2017.2164	FRA	PARIS	FRA								GBR	LONDON	GBR								0	193	193	19	4	-10.0	72	1	72	-3.29456237573146	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	http://www.aninews.in/newsdetail-NA/MzA0ODEw/-039-terror-threat-039-behind-cancellation-of-saudi-king-039-s-visit-to-maldives.html
638299767	20170319	201703	2017	2017.2164	FRA	PARIS	FRA								GBR	UNITED KINGDOM	GBR								0	193	193	19	4	-10.0	24	1	24	-3.29456237573146	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	http://www.aninews.in/newsdetail-NA/MzA0ODEw/-039-terror-threat-039-behind-cancellation-of-saudi-king-039-s-visit-to-maldives.html
638299814	20170319	201703	2017	2017.2164	GBR	LONDON	GBR								FRA	PARIS	FRA								0	192	192	19	4	-9.5	72	1	72	-3.29456237573146	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://www.aninews.in/newsdetail-NA/MzA0ODEw/-039-terror-threat-039-behind-cancellation-of-saudi-king-039-s-visit-to-maldives.html
638299816	20170319	201703	2017	2017.2164	GBR	LONDON	GBR								FRA	PARIS	FRA								0	192	192	19	4	-9.5	8	1	8	-3.83456551329057	1	Ukraine	UP	UP	49	32	UP	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://www.aninews.in/newsdetail-NA/MzA0ODEw/-039-terror-threat-039-behind-cancellation-of-saudi-king-039-s-visit-to-maldives.html
638299863	20170319	201703	2017	2017.2164	GOV	PRESIDENT						GOV													0	010	010	01	1	0.0	6	1	6	1.10032362459547	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	0							1	Mexico	MX	MX	23	-102	MX	20170319	http://www.nbcnews.com/politics/donald-trump/fact-check-how-many-jobs-has-trump-created-n730236?cid=public-rss_20170319
638299876	20170319	201703	2017	2017.2164	GOV	GOVERNMENT						GOV													1	051	051	05	1	3.4	8	1	8	-0.72358900144718	1	United States	US	US	38	-97	US	0							1	Canada	CA	CA	60	-95	CA	20170319	http://timescaribbeanonline.com/team-unity-governments-approach-national-security-receives-high-praise-new-rss-executive-director/
638299909	20170319	201703	2017	2017.2164	GOV	PRESIDENT						GOV			CHNGOV	CHINESE	CHN					GOV			1	040	040	04	1	1.0	6	1	6	-1.01449275362319	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://prntly.com/2017/03/19/rex-tillerson-visits-beijing-china-pledges-to-respect-president-donald-trump/
638299939	20170319	201703	2017	2017.2164	GOV	PRESIDENT						GOV			LEG	CONGRESS						LEG			1	010	010	01	1	0.0	1	1	1	-1.26782884310618	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20170319	http://timesofindia.indiatimes.com/city/mumbai/donald-trump-bhakt-unveils-political-offspring-in-mumbai/articleshow/57712361.cms
638299964	20170319	201703	2017	2017.2164	GOV	MAYOR						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	0.57142857142857	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	20170319	http://www.680news.com/2017/03/18/canadian-politicians-outraged-trump-great-lakes-funding-cuts/
638299965	20170319	201703	2017	2017.2164	GOV	MAYOR						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	1	1	1	0.57142857142857	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.680news.com/2017/03/18/canadian-politicians-outraged-trump-great-lakes-funding-cuts/
638299981	20170319	201703	2017	2017.2164	GOV	MAYOR						GOV			USA	UNITED STATES	USA								1	111	111	11	3	-2.0	2	1	2	0.57142857142857	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	20170319	http://www.680news.com/2017/03/18/canadian-politicians-outraged-trump-great-lakes-funding-cuts/
638299982	20170319	201703	2017	2017.2164	GOV	MAYOR						GOV			USA	UNITED STATES	USA								1	111	111	11	3	-2.0	2	1	2	0.57142857142857	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.680news.com/2017/03/18/canadian-politicians-outraged-trump-great-lakes-funding-cuts/
638300063	20170319	201703	2017	2017.2164	IND	NEW DELHI	IND								MED	MEDIA						MED			0	010	010	01	1	0.0	38	1	38	-3.28320293138405	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	1	Germany	GM	GM	51	9	GM	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://www.aninews.in/newsdetail-NA/MzA0ODEw/-039-terror-threat-039-behind-cancellation-of-saudi-king-039-s-visit-to-maldives.html
638300130	20170319	201703	2017	2017.2164	KOR	SOUTH KOREA	KOR								BUS	INDUSTRY						BUS			1	051	051	05	1	3.4	4	1	4	0.39920159680639	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170319	https://sg.news.yahoo.com/north-korea-tests-rocket-engine-kcna-232314582.html
638300219	20170319	201703	2017	2017.2164	MED	WRITER						MED													1	043	043	04	1	2.8	2	1	2	0.90909090909091	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170319	http://betakit.com/cancon-podcast-ep-59-how-not-to-hire-employees-for-your-startup/
638300253	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								GOV	PRESIDENT						GOV			0	010	010	01	1	0.0	4	1	4	1.10032362459547	1	Mexico	MX	MX	23	-102	MX	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170319	http://www.nbcnews.com/politics/donald-trump/fact-check-how-many-jobs-has-trump-created-n730236?cid=public-rss_20170319
638300274	20170319	201703	2017	2017.2164	MIL	CARRIER						MIL			USA	INDIANA	USA								0	050	050	05	1	3.5	1	1	1	1.10032362459547	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	China	CH	CH	35	105	CH	20170319	http://www.nbcnews.com/politics/donald-trump/fact-check-how-many-jobs-has-trump-created-n730236?cid=public-rss_20170319
638300290	20170319	201703	2017	2017.2164	MNCUSA	EXXON	USA					MNC			USAGOV	UNITED STATES	USA					GOV			0	051	051	05	1	3.4	1	1	1	1.10032362459547	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.nbcnews.com/politics/donald-trump/fact-check-how-many-jobs-has-trump-created-n730236?cid=public-rss_20170319
638300355	20170319	201703	2017	2017.2164	NPL	NEPAL	NPL								CHN	CHINA	CHN								1	042	042	04	1	1.9	6	1	6	2.01900237529692	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Cheng Yi, Jiangsu, China	CH	CH04	32.361	119.809	11483511	20170319	http://m.themalaymailonline.com/eat-drink/article/nepali-private-kitchen-home-cooked-nepali-food-from-the-heart
638300410	20170319	201703	2017	2017.2164	PRK	N. KOREA	PRK								BUS	INDUSTRY						BUS			1	051	051	05	1	3.4	4	1	4	0.39920159680639	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170319	https://sg.news.yahoo.com/north-korea-tests-rocket-engine-kcna-232314582.html
638300501	20170319	201703	2017	2017.2164	SAU	SAUDI	SAU																		1	160	160	16	4	-4.0	1	1	1	-4.31947840260799	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170319	http://www.aninews.in/newsdetail-NA/MzA0ODEw/-039-terror-threat-039-behind-cancellation-of-saudi-king-039-s-visit-to-maldives.html
638300507	20170319	201703	2017	2017.2164	SAU	SAUDI	SAU								SAUGOV	SAUDI ARABIA	SAU					GOV			1	160	160	16	4	-4.0	1	1	1	-4.31947840260799	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170319	http://www.aninews.in/newsdetail-NA/MzA0ODEw/-039-terror-threat-039-behind-cancellation-of-saudi-king-039-s-visit-to-maldives.html
638300520	20170319	201703	2017	2017.2164	SAUGOV	SAUDI	SAU					GOV			MDV	MALDIVE	MDV								1	160	160	16	4	-4.0	4	1	4	-4.31947840260799	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170319	http://www.aninews.in/newsdetail-NA/MzA0ODEw/-039-terror-threat-039-behind-cancellation-of-saudi-king-039-s-visit-to-maldives.html
638300665	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	020	020	02	1	3.0	2	1	2	-0.80213903743316	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	20170319	http://host.madison.com/wsj/opinion/editorial/editorial-don-t-let-trump-dump-great-lakes-protection/article_30206f61-d755-58d4-aae9-ba71b7b1f7a6.html
